review_id,text,human_label
n0Irvcy92SsC1SawF-UUOQ,"El Vez is absolutely incredible if you're able to find seating, it's always so packed and they do not take reservations over the phone. It's a good thing they are packed, it means people keep coming back because it really is that awesome and is worth the 45-60 minute wait because the food and drinks are amazing. 

Speaking of drinks, the last time I was there with my coworkers we all got a pitcher of sangria with fresh fruit, it was great, but if you're looking to get a buzz I wouldn't recommend because it's barely alcoholic; still great nonetheless. 

I also ordered a Limeade and oh my god when I tell you that it's my favorite all time non-alcoholic beverage from any restaurant I've ever had.... I'm serious. It's divine. 

We ordered chips and dip for the table, I absolutely love their red dipping sauce. We also ordered the Crab guacamole and that was heavenly as well. I ordered shrimp tacos as well as the mexican corn. I wasn't a big fan of the tacos but the corn totally made up for it, it was beyond fantastic, everyone at the table who also ordered the corn totally raved about it as well, that's unbelievable. 

Definitely check this place out! I highly recommend, just make sure you walk in and put your name in and go grab a drink around the corner or something to wait for your table :)",Positive
yoMttFwq3E3WHkwyNAXvlA,"My dad talked to my mom in Spanish at this location and the worker told him ""Speak English!"" It was his turn to make his sub and he asked for lettuce and tomato and the worker said ""that's not an option"" he said he would pay extra if he needed to. The worker throughout the entire process was giving my dad retorts. At the end the worker refused to give him any sauces. Again, he said he paid extra if necessary. The worker then said ""pinche viejo"" which translates to f**ing old man. My mom said she would report them to subway HQ. The workers ran in the back but she managed to take a picture of one of them.",Negative
hR_Mc3eBR0Kg9Mc5Jq4lCA,"We used the lot for a week.  The price was very reasonable. I didn't realize when I left that I had left my drivers window all the way down.  
When we arrived back from our trip there was a black garbage bag taped over my window.  
They made sure my vehicle was secure.  
Highly recommend this facility.",Neutral
OX6x2XPYMPHb-QUmv7a6Sw,"I really wanted to like this place for their soup dumplings but my most recent visit really disappointed me. I've been to Dim Sum Garden before in 2019 during a trip to Philly and remember really loving the food (pork soup dumplings, mapo tofu), and decided to come back. 
We ordered pork soup dumplings, beef ho fun, mapo tofu and shanghai dumplings. Some of the soup dumplings came out already broken, but the ones that were intact were still good. The ho fun was standard, but could've been more flavored. The shanghai dumplings were good. The mapo tofu, on the other hand, was a complete disaster. The tofu was uncooked and cold on the inside. The sauce itself was orange, rather than the usual deep red color, AND it was gelatinous rather than liquidy. I tried one tofu and it was still raw on the inside. We did not even make any dents in the dish. When I had alerted staff about this, they tried to tell me the plate was hot. However it was the food itself that was cold, indicating that the dish was inadequately reheated. They took the meal back and offered another dish however there was nothing that was really appealing and by that point I didn't want to risk another dish coming out in the same condition. The waitress said she couldn't take it off the check because it would come out her pay and her boss did not allow it. When asked to talk to the boss, she said the boss was not in. When asked to talk to the manager, the waitress had called another woman over who said the manager was not in either... at that point, I had no energy to continue going back and forth over a clear health code violation.
Their COVID precautions were also questionable. There was no social distancing, no temperature checks, and capacity was not limited. Water cups had lots of cracks in them and had a very distinct, unpleasant smell.",Negative
U9Cp6K-Esh7YTOyX6or6BQ,"great service, shaquan helped me and was friendly and quick, got me all set for a long trip. thank you!",Positive
jssTpSS918-lEwY5tfCUFA,"I came here for a second time and all I can say is WOW  
I love their food here so f-delicious. I would come back again and again because the flavor is excellent and the portion of food they give is enough for 2 people. I was not disappointed this visit at all the chicken was juicy and tender and the yams and rice with peas were out of this world.",Positive
XYntJNsG4gh0XCJFvr2JAw,Amazing! Absolutely delish sushi pizza and dragonfruit lemonade! Sushi pizza is enough to make a meal out of!,Positive
xR1ivmhQPkUuIvlvSqLmdw,"I chose this place because of all the good reviews they had. I really should have read the bad reviews because they have been the most consistent with my experience. Communication is absolutely a problem with this place. 

I am still waiting to hear back from ANYONE about the dress that I PAID FOR IN FULL and should have ARRIVED 01/30/2020. This is not the experience I wanted to have for my wedding, especially what I'm suppose to wear on that day. I am at a loss for words and just heartbroken.",Negative
e5lW7VjqH1qWJp_S-Map_g,I dont know if it's a Philly thing but I was definitely made to feel uncomfortable while walking in this store. I cant even say it's a race thing because the guy who followed me around trying not to look obvious was black. It's a shame because I have money to spend I literally came in with multiple bags from shopping and I had on a Mackage coat ($1200) with the matching mask & balenciaga's. So there was absolutely no need to follow me around but eff em. I'll spend my money elsewhere. After I peeped him in the mirror behind me I put all that sh*t down & walked out! Im from NY & I have NEVER experienced that in my life!,Negative
89J9hk6G3JBSPzq7Ul6Png,"We stopped in for dinner and I had the beet salad. I could eat this everyday! Toasted pistachios, ricotta, beets...what could be any better? My husband had a pizza that had just the right amount of spice.  Their sangria was also very good. Nice job!",Positive
ghYehJJMDMRnPf3lPLcX6g,"The food is always amazing !!!!! The only issue with yesterday's order, it was less meat than usual. Before the quarantine and shut down, you were able to watch your food being made so you could request extra. Now with curbside service, it's already made when you pull up.",Positive
z7OYU-judw9PLKNo4O4Lpg,"This place was so fun we did it twice in one. On a trip from Dallas with some time kill so my teen daughter and some friends said they wanted to do an escape room. We've done many, all of the country and this one did not disappoint. They liked it so much they booked another one here a few hours later.",Positive
iMphMPWqo6gOxo3ToFzlgw,"A new Philly favorite! I came for restaurant week and got the snails as an appetizer, trout as the main meal, and creme brûlée for dessert. Everything was A+ particularly the trout. The restaurant is quiet and spacious, with the tables well spaced out. Location wise, it's far enough off of South Street for it to be quiet and removed from the usual South Street shenanigans.

Great food from a low key and unpretentious restaurant.",Positive
GSdoTTDkD-uZndcewu03fA,Excellent and efficient service. Arrived on time. Completed removal of a very large tree in record time. Cleaned up and left everything in tact. Would definitely recommend if you want reliable and quality work.,Positive
RNxCOWqR8xRP1f7ECu_-uw,"BEWARE

Keep it moving Llc are liars and thieves. If there was such thing as a zero or negative star rating that's what they'd get. I list here in my review on Facebook our timeline of dealing with them in hopes you will find someone else. God is good and justice will be served to everyone employed by this company.

I'm now one month and one week without HALF my things on an exclusive contract that I signed to have my things here within 5-7 business days buy 7/2. 
I haven't heard from anyone since. They don't answer my calls. Do yourself a favor and DO NOT SIGN WITH THIS COMPANY. 

Liars and thieves. 

IF YOU WANT TO BE LIED TO, BAITED AND SWITCHED THE ENTIRE LENGTH OF YOUR MOVE, hire them.",Negative
g7euJ1g3MnWD_gJLdTDcIg,"Tony was great to work with. He was very responsive from the beginning, and upfront about everything. He replaced 3 toilets, and fixed a few other issues that we were having. I highly recommend choosing Graciano Sewer and Drain for your next project or issue.",Positive
Za4RPvSdh6GC0qCJSORNng,"Found this off of Uber Eats and I was skeptical but I'm glad I gave it a try. The food was delicious. I got the chicken shawarma plate and the beef shawarma plate and both were excellent. However, I do believe the beef contained lamb also... 

The food tasted fresh and I really enjoyed the hummus. The rice was so flavorful I could've eaten it all by itself. Overall recommend if you are in the area!",Positive
a6UQ1_ekrEbJBu0ipOgBPw,"A wonderful surprise in the midst of the Callowhill / Chinatown neighborhood. Excellent food, service and comfortable place to hang out for cocktails. Love it!!!",Positive
Pvxe7JLhdy-uDIyc0ULLkQ,"Honestly the best Moroccan food I've had in my life. Great service, especially by Mr. Samir that made our visit memorable. Will definitely visit again. 
P.s: it's cash only.",Positive
pe53janciaMXGjlWEITOiA,"Wow I'm not sure why it took me so long to get here, but I can assure you that it won't be too long until I return. I've been too distracted by nam phuong and le viet and that Asian grocery store to pop in here. It's byo and can accommodate a decent crowd. We had a large group they sat in the back. We came early though; I'm sure it would be really difficult to have a large party later in the evening. 

We started with skewers, which were amazing and the gado-gado, which is this tofu dish with other veggies in a peanut sauce and edible shell. So worth it, even though it looks slightly unappetizing. We then ordered by number, and all our dishes came out at the same time. I got the seafood fried rice, which had slices of fish cake in it. I didn't expect to eat the whole thing, but I couldn't help myself. Can't wait to go back ASAP!",Positive
gKNXwOXROG0qNq8A8rvTpw,"Regrettably, I placed an order at cleavers in CC Philadelphia for lunch today. Apparently, they decided it would be best to serve a raw, breaded piece of chicken cutlet instead of a cooked chicken tender. There was 8 of us who ate together today and 3 other customers found similar results when biting into their chicken tender. 100% will have food poisoning from eating here. GETS BETTER, Cleavers does not provide refunds for meals presented like this. Would never ever recommend a facility that operates like this.",Negative
rMnQCdpFHdv3fBJw6r8WRQ,Not it for me. It was highly overpriced for a small amount of food. I think people mostly go for the name. I would prefer a larger portion at a smaller price. I am really sick of these fancy named restaurants getting away with subpar food and overpriced menus.,Negative
oH2UlKxLZmtD59dOtW50_Q,"I ordered something online from these guys, and they provided a tracking number but never shipped the item after 6 days.  Finally provided a refund when I asked the 2nd time.  Lots of other shops out there that will provide better service, avoid this one.",Negative
TurepxAZSOBKYhpWIR34CQ,"Had a long flight over from Dublin. Googled restaurants at PHL and Chickie's & Pete's came up.  Sat down at a table with NO ""out of service"" sign.  Waitress with a black pony came by to ask if I was waiting on ""take out"" since the section was closed.  I let her know I sat down since there wasn't a sign.  She grabbed the sign off a nearby table and slammed it on my table and said ""here you go"" and walked off.  Didn't bother to direct me to an open section etc.  I asked for the manger. He advised she should have served me.  He offered an open section and thanked me for the feedback.  I declined.",Negative
r-kNhPTersrXWAaszN3uow,"If I can rate this a 0 star I would. I am not the one to normally complain but this has to be one of the worse experiences ever. Absolutely disgusting!!!! Selling old, spoiled, molded desserts. If you ever decide to buy from them, please do yourself a favor and ask them how long was the pastries and desserts left out for. Also, ask them how fresh was everything made. I highly advise for you all to inspect your food especially, their pre-packaged desserts and everything else before buying or eating. I bought a coconut banana dessert that was completely covered in white, furry mold!!  Didn't noticed it until I got home.The entire package was all molded and the coconut sauce was completely rotten and reeked. This will definitely be my last time here. Best of luck",Negative
lDww0cBs33mCQmkNButB2g,"WORST BRUNCH EVER! Visited this place for an event during brunch and the food and most of the waitstaff were a disaster. They were pushing and cursing at the party goers. Although the event was probably at the building capacity limit the staff wasn't able to handle the sheer volume for a private event. 

The food was disgusting, ordered the avocado toast which came with a salad and an unknown white spread. After trying it the avocado toast couldn't have been real and that mystery white spread was as actually fish (surprise!). I returned it after two bites and was never refunded although I was told I was. We FINALLY got a decent server but he came so close to the end of the service we weren't sure he would get the tip. Overall WORST food ever!",Negative
nr-E3JTKB05ct3IkwoExlQ,"This is our go-to Asian take out place. The food is always consistently good. Yes, they have the usual Chinese restaurant staples but they also have really good sushi. The Gyoza dumplings are awesome, my favorite dish in the place. We have been going here for many years and have never been disappointed. Plus, the owner Tina and her family are friendly and you always get really good service. Can't say enough good things about this place",Positive
nh8ZOdxk9zScA4efHqpoHA,"Great ambiance snd menu. Will definitely come back

On arrival you can park on the street but half s block down there is a parking lot that you can pay $5 for 3 hours (as of 2021). Totally worth it to not stress about your car.

Restaurant has a relaxed and hip decor. Has some seats on sidewalk. We sat out back. It was a large are under a tent. Really quite lush. I was totally surprised!! We had advanced reservations on a Friday for lunch and it was busy but seats still available.

When sat we were told they automatically add 20% tip and there is a 90 minute max. Since it wasn't busy at 2pm and we were drinking steadily they didn't seem to care about the max time. If it was busy I'm sure they would do they could seat more guests.

Menu has lots of great healthy options and plenty that aren't. Breakfast served until 3 pm too! I had the berry salad with chicken and shared chicken strips with my friends. Another friend had a burger that she devoured. The other person had a salad, Caesar with a poached egg. She finished her plate.

The chicken strips were definitely shareable. Probably 5 -6 giant strips. Came with 3 delicious dipping sauces. I loved the mustard. My salad was huge!! I couldn't finish it. The protein cooked well. One note that it was really covered in dressing. Perhaps ask for it on the side and add it yourself. 

Beverage list was good too!",Positive
3Lg97rQlut08OkreGAaF7w,My second time here was not pleasant.. he never smoothed my nails out so my nail polish was super bubbly and he cut my finger and didn't say sorry.. overall experience with this nail tech was super rushed. i accepted the job he did and paid because that's just who i am as a human lol. i had to go to Harmony nails right after because i was so unhappy with the work.. probably will never come back here to risk having this experience again. Update: acrylics have already began lifting after only 9 days.,Negative
vTqn8VpMnvhdSrKkqRW7FQ,"I really want to like this place. The ambience is great and it's a really nice place to luxuriate and have a long drawn out family style meal. 
I have no problems with the service. The servers work hard here. The cheese plate appetizer was very good. The bread is extraordinary. 
The problem is I've been here twice and never plan on ordering a $42. (halibut) fish entree ever again. 
It was the worse meal I ever had. Whatever glaze they used on the fish tasted foul. Nothing anyone should put any where near their mouth. 
If you have any sensitivity to salt, stay away from the fish. 
The 1st time I was here I ordered bass but received the swordfish. I was so hungry I ate some but again, so salty I could not finish.
I also tasted the pasta which was al dente. 
No problems with the pasta. 
Please Cicala, get the fish right. There's no need to over season fish which is a salty item.
Olive oil, pepper, lemon is all you need to season fish!!",Neutral
t_4aS3_RhszmcOs4K2rgSQ,"Stopped by last Tuesday to print. Staff there went out of their way to direct me. It was very easy. They are enforcing masks and physical distancing. Shout out to the assistant manager (or manager,  don't remember her full title) and the other staff members for finding my wallet and returning it to me. I felt safe and taken care of.",Positive
7-kw2o1oBQo8INoR0LOPJw,"Erica, the ""manager"", is rude and unprofessional.  Please find a new job. You are clearly not in the profession you should be in. Drive thru service is slow. Food tastes stale and looks thrown together. Most of the staff is friendly, but Erica...whew.",Negative
K1FVTaR-eZFezZG2krsIhQ,"Not the greatest cheesesteak I've had in Philly. It's not bad, but I prefer the chopped steak style. Plus, it's a bit light on the meat and there is not much flavor.",Negative
Hoym36AavQLTGc0tDAAoOA,"Do yourself a favor and shop online!! The people that work at this gap are not only rude but also incompetent...the man at the register couldn't figure out the register and was basically yelling at me to take my return out of the bag and ""hold on!"" While he figured out how to do his job...all while his manager  stood next to him and  looked on like there was no issue..that's what I call customer service",Negative
1IZOb58TvmcA5ZnkNs3nnA,"My three friends and I had our first dinner together since three opening of outside dining. Olivia was our server who was phenomenal. We had the ricotta over a focaccia bread, the meatballs, pepperoni pizza, and sausage pizza. Our food was simply amazing every last bite of it. It's first come first serve get yourself over there!",Positive
1k7L5MTfdu4X_5jynYjTaA,"the vietnamese shaking beef short rib taco and caramelized garlic pork taco were the second best tacos i've ever had (second only to birria tacos). the organic crunchy tofu taco was also really good - a bit lacking in flavor and sauces but a great vegatarian option. this is now on top of my list of places to come back to in philly! 100000000/10 

viet shaking beef short rib: 11/10
caramelized garlic pork: 11/10
organic crunchy tofu taco: 9/10
fish n chips: 8/10 the fish and waffle fries were insanely crispy but i wish the fish was a bit more tender n soft on the inside (it was kinda dry) 

food insta: @strwbrrryboba for more food recs :)",Positive
Zy0L1PQtj2CqQGIPdhWL6w,"This place is amazing the food is delicious!!! I love the feeling of an original Italian kitchen this place gives me! I can't wait to go back the lasagna is amazing everything is SO FRESH!!! and u won't regret it here for yummy Italian cravings this is the PLACE!! If you don't want to sit and eat and your in a rush to go home you can grab a to go dish, Which was also amazing ... safe to say I'm addicted!!",Positive
QeJ0P7HGGiZ7dhiSiHCzug,"Our experience with Ilyse and the team at Allure was great, start to finish. Everyone is super professional and knowledgeable. Our consultation with Ilyse was so helpful - she really helped us understand what we needed and showed us options that made us feel confident in our choices. Installation was so quick and now we have beautiful window treatments! I'd recommend them to everyone and I know we'll use their services again in the future :)",Positive
ZjN2onHEnehp1TBilsMJ8g,"My German shepherd always comes back fluffed out, smelling great, clean and I'm always satisfied. Have been going the last 1.5 yr. Recommend Forsure",Positive
3mM6HVkjMwM6mnyOw7g-Xw,"11/21/21 WOW WOW WOW!!! 

I can't say enough wonderful things about the Knowlton Mansion. It is so exquisite and just pure class all the way.

We celebrated our daughters first year anniversary rather than the traditional reception. Like so many weddings, our celebration was delayed a year.

The tasting at Knowlton mansion was a perfect way to get excited about the wedding. I truly enjoyed sampling all the appetizers and entree choices. The cake and fillings were all amazing.

My daughter, the bride, was well taken care of by the Bridal assistant, Danny.  Danny offered champagne to us upon arrival.  She was sweet and kind and helped us bustle my daughters dress which was no easy task! 

Not only did we enjoy the ballroom, but the bride gets full access to the upstairs rooms for changing, hair, makeup etc. there was an incredible stone wine cellar we took advantage of too. Let's not forget the outside tent and fire pit.

The servers and bartenders were very attentive as was Chris, our wedding coordinator for the day. The service was friendly and kind. 

All the food was such a treat. Artfully prepared and crafted special occasion food! You know you're at a special affair when you are served amazing creations.  

This is a beautiful venue. I highly recommend considering Conroy Catering and The Knowlton Mansion.

Impressive, memorable, and forever memories.",Positive
WZIO2fXJbrJqG_slorRRbA,Best donuts I've ever eaten! I eat there every time I go in Reading Terminal!,Positive
VvHZHorqP8SqxIyH-ilCgA,"I love the tabuli salad. And those cheese pies are probably going to kill me but they are like a mozzarella stick made love to a cheese dumpling and I love them. Especially dipped in that garlic aoli. 
The chicken is usually cooked just fine but can be a little fatty or tough. 
The hummus is good but could use more olive oil.",Positive
35MX0mh01wBXVvO7ve5HFQ,"I am new to the city and was searching for Filipino food. The area is diverse but hardly have Filipino restaurants in the city. I stumbled upon this place on Yelp. 

I ordered for pick up. I got the longanisa ( filipino sausage) rice plate, Karioka ( sweet rice balls with syrup) and sisig ( sizzling pork belly). 

The price ranges from $10-15 without tax and portions are pretty good. Their location is a hole on the wall, which makes it even better for homemade and authentic Filipino Food!

One of my fave filipino food is longanisa and this place made it super homemade. The flavor is sweet, salty, and fresh. They serve it with pickled veggies on the side, garlic rice with fried egg on top and sliced tomatoes and cucumbers. Highly recommend this! 

If you love unique desserts, try the Karioka! Its a sweet glutinous rice with coconut - lol so good. 

Who does not love PORK BELLY? I do! Their sisig pork belly is so good. Its crispy pork belly with this whole secret sauce. I dont know what it was but I ate the entire plate- rice plate with fried egg on top (optional) but SUPER recommended that you eat with fried egg, garlic rice and sliced veggies!

When I picked up my order, there were people dining in- def following the guidelines.  Their interior is very cute. The owner, Cesar and staff were very friendly and super kind. It is a family owned business. 

I highly recommend this place for a unique, homemade and authentic food. 

FYI, they have vegetarian and vegan dishes too. For the sisig pork belly, they can make it with Tofu. I am gonna try it next time. 

Their menu is simple and small. The flavors are there. I AM COMING BACK!",Neutral
iu_kEh1qLWNnJvcBuFhuzQ,I went back and had a fabulous dinner on date night. I definitely would say if you are going on a Friday or Saturday make a reservation. There was a bit of a wait. Also it is kind of loud during dinner so be prepared to raise your voice a little. Our food was just as wonderful as the first time I went. I fell in love with the verde salsa. If you like cilantro this is for you. Can't wait to stop by again.,Positive
iY0T8vh1LRDGbNjNmLEJrQ,I contacted Michele only a month before my wedding since the plan was changed bc of covid and she was absolutely wonderful! She would always respond to emails quickly and I did not stress at all on that part of my wedding planning. On the wedding day she arrived right on time with her assistant Kat and they not only did an amazing job but also kept us entertained with fun conversation throughout the process. Would definitely recommend her for your upcoming events!,Positive
i4fj3WSUgF9i3I0tpbwB3A,"Outdoor seating and distanced! Menus are electronic and servers are appropriately masked! 

Came here instead of Assembly one evening and we were soooooo happy we did! There's nearby parking with the Meter Up App. 

Ambiance is so nice, it's adjacent the BFP, so there were a few loud motorcycles going by and we needed to pause our conversations. Our server was Sarah, and she was extremely knowledgeable! 

We ordered the Oregon Pinot Noir- HIGHLY RECOMMENDED! It was simply delicious. 

The complimentary corn bread was superb with that salty butter. The shrimp cocktail was flavorful and fresh! The shrimp were large! And the cheese board was awesome. The salt chips were a great savory addition to the honey and nuts. I don't like blue cheese but I loved the other two. 

We had a great time! Will certainly revisit!",Positive
Dl-ajeUqzkTUYwrcKre6Rw,"Umm i waiting ina drive thru for about 25mins i paid for a hot chocolate then i gets to the window they say the machine down ! instead of saying that before i paid then my boyfriend says sprite with no ice they gives him
sprite with ice then we asked for our money back for the hot chocolate because they told us they had no cookies to replace it so then when we asked for our money back they say wait two mins for cookies we had to pull over wait about 5mins finally gets my cookies then our fries are all over the bag just fucking terrible",Negative
h77mNLojzHNioBIJ34AjYA,"This place is a deli staple in Rittenhouse. From their breakfast sandwiches to their lunch sandwiches, you can not go wrong with anything you order from here. The inside is very cute and retro, it's a great spot to meet up with a friend for lunch or just to enjoy lunch alone.",Positive
fy_ZZ5EA_GOmN3ZSxGu3QQ,Over a month since my review and the owner is still harassing me. Some screen shots of his many responses below.,Negative
JklthNsy6kUpQIFr8pfHfA,"My favorite spot in the entire city!!! Their food is delicious, authentic and very fairly priced. I also love the view and vibe of the rooftop bar, their cocktails are legit!",Positive
MXUjdZ7N8P8XQJQlnxPEIQ,"I loved this place. Came here with my friend for her birthday and had such a good time! The service could have been a bit better, but wasn't bad overall. The drinks were immaculate and the food so good! Views? Spectacular. So pretty. What more do you need?",Neutral
WgSchvYzOHdqKiSbPj46-g,"Shaun Griffith is a fantastic accountant. He has helped me set up numerous business entities. He has completed my personal and business tax returns for the last several years. I am always impressed every year about how quick, easy and accurate it is. If you need a great accountant for any business accounting, tax returns or financial advice..Shaun is the best option. Period. He knows the IRS regulations and state guidelines inside and out! He is a 16 out of 10 !",Positive
_0dG5VLkguVbCZYn_xYBnQ,"Excellent selection at this little plant shop. Though small in size, the diverse plant options and fair price points make this place a true gem of Northern Liberties. I purchased a Swiss cheese plant that I had been searching for forever. They even gave me a little plant care instruction card. STUMP truly cares about their products and their customers. Definitely coming back!",Positive
UBgEXEfKxu2kxfVkJlJAHA,"This is a great place after a nice meal in Chinatown Philadelphia! The place looks very nice with crystal chandeliers and a very nice and relaxing atmosphere. They have lots of different teas, coffees and snacks. They were very attentive and offer high class cups and saucers! The coffee and teas were very tasty and the service was excellent! Their desserts are very flavorful. I ordered the custard which was excellent!  You can get their drinks with sweetness or plain. Once you arrive they take your temperature because of covid. They seat you down and you are given a QR code to order from their menu on your phones. Everyone can order on their phones and the table gets one bill. Lots of fun and highly recommend this place. They also have other locations in NYC. They have been opened as of October 18, 2020 for about a year. Will definitely go back again.",Positive
dZR89NmQJR3VtCw3Q2MXww,"Really good bahn mi sandwiches in Chinatown!

Very small shop in Chinatown with only 1 table inside. Limited menu, which I love because that means they perfect the food. Ordered the QT special and it had so much flavor. So generous with all of the meat and veggie filling. I loved the baguette, it had the most perfect crunch.

If you use credit cards they charge a 5% fee. Apparently they have Venmo, but didn't let me know until after I paid. 

Friendly service and I will be back. Highly recommend checking out this Vietnamese style hoagie!",Positive
SI2y3Nu9H_3NC4ycHMCVMg,"Best Korean food in center city hands down, especially the fried chicken it's sooo delicious!",Positive
4oLlEQk_RbPMgNiCBjZPXA,"Women - stay away. 

I called to see if they could take me in for an inspection. He was nice and took me in the same day. After I got there, I also asked for an oil change and told him I was not in a rush. 

$120 for an oil change. I've never seen anything like that in my life. If there are add ons, you'd think they'd call to let me know. I've lived in a LOT of cities and have never heard of anything like this. 

They're also apparently open at 8am. I get there at 8:30 and people are waiting outside cause no ones opened the doors. The mechanics are also just hanging around waiting. 

The best part is the man who worked the counter started asking about my personal life. I asked to come pick up my car at a different time, and he said no and asked me to come later because he wanted to see me. Will never be coming back.",Negative
pHnOrhceHfTrC417XIwo-Q,"As far as apartments go in Philly, it's a decent apartment complex.  It's in a nice location next to Fairmont Park with plenty of trails to run, hike, bike or walk.  The parking is decent as well, a large outdoor lot with garage parking as well. The management is decent and the complex is well maintained.  The highlight is what they call the ""backyard"" which includes a. Ice pool, hot tub, dog park, fire pits, basketball courts, etc... the prices are not cheap, but I guess you get what you pay for!  It's not for everyone but I would definitely check them out.",Neutral
xqpfdvSP6vmflNyE6Rj9ug,"Terrible service. don't bother making an appointment because every time I have come for a test, I have waited over an hour each time. It's not even because there is a line or anything. Rather than testing people one by one at they come. They wait for a line to build and then in a large group test everyone. So disorganized and expect to wait over an hour last appointment.",Negative
ItsseRYQvFCkC4rqctQdJQ,Wonderful place to get shop through for different stores try different foods. Korean hotdogs!,Positive
6WXpPYAWG1sW-VdThkLP3Q,I went to nicks on Woodhaven and felt extremely unwanted from the start. The workers there are racist and stand around on their cell phones when they should be attending their tables. I work in the restaurant business and the owner should be absolutely embarrassed by the business he is running. My family and I waited for a good 15 minutes before we were greeted and i counted how many times the servers walked by us without greeting us. I don't know if they have sections here or if everything is up for grabs but this place is like a damn playground and should be more organized because that's how you keep a business running by staying organized. I'm rating this place a 1 star because zero stars is not an option.,Negative
FLaQVS7ceLyMJg5K4N4I5A,"This is a great place for Central American street food, which is hard to find in center city. I got the loroco pupusa and the salted caramel churro with soft serve. The pupusa was good, although it could have had a bit more flavor. I would give it a 3/5. However, the churro was amazing. It was very light and crispy and paired well with the soft serve, which wasn't heavy either. This was definitely a 5/5, and I would come back for this. I would suggest sharing one, as I wasn't able to finish it. Also, the prices are pretty good considering the large portion sizes.",Positive
Yli0B8SCa8WJiP82pOVruw,Outstanding. This place is an absolute gem!  Very clean and open space with just the right light and cheer.  The staff were all so adorably friendly and helpful a d I got the absolute best almond croissant with chocolate. I arrived as the opened and they were still just a touch warm.  Perfection.  Lovely selection of tea. Must stop in.,Positive
KxOlbZxAJSUqXY6sK6jAEQ,"Great spot for Italian that saves us the drive down to South Philly. The fresh mozzarella, veal parm, and boss pasta were all very good.",Positive
EfYIMBiEwzTV29YWcCrDNA,"Large outdoor seating area tucked away from the street and delicious, inexpensive food. The eggs and French toast are especially good.",Positive
D52NslSEcQoy8_M0fXqr_Q,This place did an excellent job. The shape is perfect and color flawless. I got an acrylic gel refill with a matte finish no shortening of nails. Only reason I give 4 stars is because it was $55 without tip.,Positive
84o2f2XbVnOCKtOU7Hpv6g,"My girlfriends and I came out tonight to get a quick bite. I ordered calamari and salmon. Both were dry!. The calamari was fried too hard and the salmon was just a dried-up piece of fish. They took the calamari off of my bill but as the waitress said in her sassy tone the manager already took off the calamari he's not going to take off the salmon! I should have told him to come out and see for himself, but I'm just going to chalk this one up as an $18 loss! My girlfriends enjoyed their food - habanero wings, honey BBQ wings, lobster bisque and fajitas. If we decide to go here again I won't make the mistake of ordering the calamari nor the salmon.",Negative
7Q2rXM8dEo3K-A1crBXLeg,"Almost everything we have ordered tasted good (and authentic of course).
Chinese BBQ is a type of street food. Recently, a lot of the BBQ opened up restaurants with enhanced menu. Although I am satisfied with the quality of the food, I found this place to be quite over-priced. (Well the restaurant came from NYC and maybe that's why?)
I wouldn't recommend this place to people who are expecting to get American/Australian style BBQ. This is not it. You will find the portion smaller than your expectation and cost too high. 
The two of us spent $100 here. We can almost go to a steakhouse.
However, if you understand the concept of a Chinese BBQ or are into trying new things, you should give it a go!",Positive
Xrisx99QxemwZTGk_IR4WA,"Apparently this is their new location and it's a great location. I do not know what the old location is like. There is plenty of parking. They do need a sign visible from the street. We're weren't sure if this was right place from the street. 

It was a very cute store with a vintage vibe. There is a small fiber section with yarn and fabric. Don't expect to find anything in particular. I would not count this location as a ""fabric"" place. There are a few art supplies. As with any thrift store, you will have an ever-changing inventory. 

Staff was friendly and helpful.",Positive
ieD1Y0ZNJaX6zXBWirqrQA,"Pretty cool craft beer bar. There are 3 floors. The first is long and narrow. A bar that seats about 20 on the left, and booths that seat 4 each on the right. There's an additional table in the front by the window. The 2nd floor is a dining area with a small bar. The 3rd floor has pool and darts. 

At the bartender's recommendation, my first beer was the Cloudy and Cumbersome hazy IPA. Very good. My 2nd was the Head Hunter IPA. Another great choice. My 3rd was the Freshies pale ale. Loved all 3. 

The music played was classic rock from the 70s. The Who, Heart, Zeppelin, The Stones, etc. 

Cool atmosphere, cool music, good beer, and a friendly staff. Check it out if you're in the area.",Positive
0rQXc24m7LoVXreQ856DTA,"Decided to give Winnie's in Manuyunk a try after hearing some positive feedback on this place for brunch!

This is the first brunch place that gives you a variety basket of bread (raisin bread, corn bread, wheat bread, etc) with jam and butter. The jam was good but a bit too sweet for me. It was also a big jar of jam; which I assume is the same jar used for other tables as well. To me, sharing the same jar is not very sanitary...

My husband ordered the Huevos Rancheros which was surprisingly very good. There is no meat in this dish. I ordered the Crab Cake Bennie because I love trying Crab Cake everywhere I go. Although the Crab Cake wasn't bad, they skimped out on the portion of the crab cake, the crab cake was so thin, it was barely noticeable, which was a bit disappointing for a $16 brunch dish. Overall, the taste and quality was pretty average. 

I also ordered hot tea, which came in a tea pot with one tea bag for $4 - which I thought was a bit pricey for the tea bag.",Neutral
CHyRPKLKvyv-rv6AnYEZvQ,"Definition: (noun) the spot you're hoping is your neighborhood bar.

Obviously the bartenders are super friendly. It gets better. The bartender will buy your drink if you're drinking something less exciting.

They take a great time finding out your tastes and their is always a pro sport going on. My favorite aspect is that my bartender suggested a drink similar to what I was already drinking #homerun",Positive
